text,intent
what do i have to do to file a consumer claim,complaint
i want help cancelling my newsletter subscription,newsletter_subscription
problems wiuth changing order order number,change_order
wanna report troubles with onlpine payment,payment_issue
i cantretrieve my user account pwd,recover_password
want help to see what hours i can call customer assistance,contact_customer_service
i try to talk to an agent,contact_human_agent
help me see when will mny purchase arrive,delivery_period
see the available payment modalities,check_payment_methods
how could i check purchase order number status?,track_order
need assistance with creating a freemium account,create_account
help trying to update the delivery address,change_shipping_address
i have to check how soon can i expect tne article,delivery_period
i want asisstance to speak with a person,contact_human_agent
i need help to add something to order order number,change_order
have a problem with the removal of my account type account,delete_account
i do not knowhow to receive compensations of my money,get_refund
errors setting a delivery address up,set_up_shipping_address
help me creating a account type account,create_account
changing info on premium account,edit_account
you are not helpful at all how do i speak with somebody?,contact_human_agent
how can i modify order order number?,change_order
information about the removal of a account type account,delete_account
cancel account type account,delete_account
want help giving a quick look at my invoice 12588,check_invoice
need help seeing how soon can i expect my package,delivery_period
want assistance talking with somebody,contact_human_agent
modify data on platinum account,edit_account
i have to see the bloody eta of order order number i need help,track_order
im trying to list ur payment methods,check_payment_methods
i dont know how i can get refunds,get_refund
how can i check the withdrawal penalty,check_cancellation_fee
i try to switch several items of order order number,change_order
opening new freemium account for daughter,create_account
can i check in which cases can i request my damn money back?,check_refund_policy
i need assistance checking the damn cancellation charge,check_cancellation_fee
need assistance to see if there is anything new on my rebate,track_refund
i do not know wht i have to do to check the bill 37777,check_invoice
i would like to cancel purchase order number,cancel_order
deleting account category accoumt,delete_account
what do i have to do to see my invoice 85632?,check_invoice
i dont know what to do to see the cancellation fee,check_cancellation_fee
want help to retrieve my user account key,recover_password
trouble correcting address,change_shipping_address
i want help creating a pro account,create_account
need assistance ordering some goddamn items,place_order
help me to check the status of the restitution,track_refund
how could i notify of a signup issue?,registration_problems
i do not know what i need to do to download the bill 37777,get_invoice
i want assistance seeing how soon can i expect my parcel,delivery_period
where can i obtain refunds?,get_refund
can you help me retrieve my user pin code?,recover_password
i cant remembner my pass can you help me to retrieve it?,recover_password
do you have a way to leave a review for your services?,review
i dont understand you i need help talking to a person,contact_human_agent
i do not have a account type cacount yet id like to create one,create_account
assistance downloading my invoice from person name,get_invoice
what do i need to do to find my invoice 12588,check_invoice
want assistance checking how soon can i expect the delivery,delivery_period
i dont khow how to cancel order order number,cancel_order
can you show me the termination fees?,check_cancellation_fee
i call to lodge a fucking claim,complaint
i want help talking with an operator,contact_human_agent
want assistance to make a claim,complaint
i dont know what i need to do to obtain a refund of my money,get_refund
need to seee at what time i can contact customer support,contact_customer_service
checking status of order order number,track_order
i do not know what i have to do to get my invoice 85632,get_invoice
issue submitting the secondary delivery address,set_up_shipping_address
i dont need the damn account type account how can i close it?,delete_account
i have a trouble changing my delivery address,change_shipping_address
i have to edit the personal information,edit_account
i want help to leave a comment about ur services,review
im trying to send soem feedback,review
can i change several articles of order order number?,change_order
tell me what hours customer support available is,contact_customer_service
i have got to see order order number status i need assistane,track_order
track order order number,track_order
i need assistance downloading my invoices from person name,get_invoice
im trying to see the current status of order order number,track_order
wanna check my goddamn invoices from person name,check_invoice
problem with canceling purchase order number,cancel_order
i have got to acquire several items,place_order
can you help me receive your corporate newsletter?,newsletter_subscription
i want to check in which situations czn i ask for a refund,check_refund_policy
i dont know how i can create a account category account,create_account
where do i file a claim?,complaint
i do not know how i can see my invoice 12588,check_invoice
i cant speak with a persno,contact_human_agent
i have got to see when mh delivery is gonna arrive,delivery_period
i dont know what i have to do to subit some feedback,review
i dont know what i have to do to download the bill 12588,get_invoice
i need help to modify order order number,change_order
information about my fucking subscription to the newsletter,newsletter_subscription
i have a problem setting a delivery address up,set_up_shipping_address
i have troubles entering my delivery address,set_up_shipping_address
how to sends some feedback for ur products,review
i would like to make a customer reclamation help me,complaint
how do i notify of issues with registrations ?,registration_problems
need help to notify of problems with payment,payment_issue
how can i demand rebates?,get_refund
i need help sollving a trouble with payments,payment_issue
i need help to download my blls from person name,get_invoice
need asistance to modify purchase order number,change_order
why i cant enter a different delivery address valid,set_up_shipping_address
help me check how soon can i expect my fucking purchase,delivery_period
i am trying to purchase several items,place_order
i want help to track the compensation,track_refund
wanna make a damn claim willuhelp me,complaint
ened assistance to see the termination penalties,check_cancellation_fee
i would like to shop some of your product how to do it?,place_order
can you help me ask for refunds?,get_refund
show me bill 37777,check_invoice
can you help me to speak to someone?,contact_human_agent
i need to edit my bloody user will you help me?,edit_account
i cant notify of issues with signup,registration_problems
checking invoice from 4 purchases ago,check_invoice
need help acquiring a few of ur product,place_order
i have made a mistake i need help changing purchase order number,change_order
help me to check in which cases can i request reimbursements,check_refund_policy
i cant understand you assistance speaking to an assistant,contact_human_agent
assistance to see in what situations can i ask for a refund,check_refund_policy
i do not know how i can buy a few of your article,place_order
need help seeing in which cases can i request a refund,check_refund_policy
i want assistance to get rebates of my money,get_refund
i have a problem with the shipment options,delivery_options
have a problem with a forgotten password,recover_password
want help informing of payment problems,payment_issue
i have a problem with the termination of my account type account,delete_account
where to make a customer clazim against your company?,complaint
i need help to check the cancellation penalty,check_cancellation_fee
i have to get in touch with customer service,contact_customer_service
i would like to create a pro account how do i do it?,create_account
where can i check what hours i can reach customer assistance,contact_customer_service
i want to correct the info on my account how do i do it?,edit_account
i would like information about my gold account cancellation,delete_account
would it be possible to call customer assistance?,contact_customer_service
i dont know what i need to do to check my invoice 00108,check_invoice
how to use the standard profile,switch_account
i want to sign up to the company newsletter,newsletter_subscription
modifying details on pro account,edit_account
i have to submit my new shipping address how to do it?,set_up_shipping_address
can i see at what time i can call customer assistance?,contact_customer_service
needx help to check the eta of purchase order number,track_order
help to see in what situations can i ask for refunds,check_refund_policy
can you help me to change to the goddamn account type account?,switch_account
i want to check your reimbursement policy,check_refund_policy
how do i use the gold profile,switch_account
how to buy a product?,place_order
i need assistance to report a trouble with online payments,payment_issue
where can i check the withdrawal charge?,check_cancellation_fee
where do i lodge a consumer claim?,complaint
i want help modifying the address,change_shipping_address
i have issues modifying the address,change_shipping_address
need assistancetalking with customer service,contact_customer_service
could ya help me requesting compensations of my money,get_refund
want assistance cancelling a account type account,delete_account
i try to change the info included on my profile,edit_account
can you help me seeing the invoice from person name?,check_invoice
where could i sign up to your fucking company newslettrer?,newsletter_subscription
can uhelp me locating order order number,track_order
i have to sde in what cases can i request a refund,check_refund_policy
i want help to see the delivery options,delivery_options
im trying to recover my account key,recover_password
where can i notify of problems with payent?,payment_issue
i have to notify of signup issues,registration_problems
need help with canceling purchase order number,cancel_order
how can i see what fucking shipment options are available?,delivery_options
i want help resetting my account access key,recover_password
assistance to swap some products of purchase order number,change_order
assitsance seeing in which cases can i request a refund,check_refund_policy
help to check what hours i can reach customer support,contact_customer_service
can you help me to lodge a claim against your business?,complaint
could i change to the gold account?,switch_account
have a problem with tge pin code retrieval,recover_password
could you help me placing an order?,place_order
help canceling my standard account,delete_account
i dont know how i can get the invoicess from person name,get_invoice
open gold cacount for wife,create_account
i have got to look for my fucking invoices from person name,check_invoice
where to check the options for shipment,delivery_options
i try to getinvoice 85632,get_invoice
what do i need to do to see my bill from person name?,check_invoice
i have to see in which cases can i ask to be reimbursed,check_refund_policy
where could i switch to the bloody standard account,switch_account
i have got to modify purchase order number i need help,change_order
i need to track my compensation help me,track_refund
i cant seed your refund policy,check_refund_policy
i do not know how i can give a quick look at invoice 00108,check_invoice
i want supports changing my address,change_shipping_address
could i swap a bloody item of purchase order number?,change_order
how do i see the termination penalty,check_cancellation_fee
how can i check when will my product arrive,delivery_period
help writing an opinion for your services,review
create account category account,create_account
i am trying to edit orde order number,change_order
i want help tallking with a human agent,contact_human_agent
help to call customer assistance,contact_customer_service
how to know if there is anything new on the reimbursement,track_refund
i want to contact an agent,contact_human_agent
supports editing the shipping address,change_shipping_address
want help shopping some items,place_order
id like to check order order number fucking status,track_order
i call to make a customer claim,complaint
i have a issue entering my secondary delivery address,set_up_shipping_address
where can i check how soon can i expect the package,delivery_period
want help seeing in which situations can i requestrefunds,check_refund_policy
get ibll 37777,get_invoice
i have to see what payment methods you acecpt,check_payment_methods
someone has stolen my pin code could you help me reset it?,recover_password
i dont know how i can talk with someone,contact_human_agent
i have problems submitting a different shipping address,set_up_shipping_address
can i check the damn delivery methods?,delivery_options
i want assistance demanding rebates of my money,get_refund
chek order order number status,track_order
assistance to see the shipping methods,delivery_options
need assistance notifying of an issue with signup,registration_problems
i want to make a customer reclamation against your business,complaint
i want help to place an order,place_order
help to contacvt a live agent,contact_human_agent
wanna check how soon can i expect my article,delivery_period
can you help me to see what shipment options i have?,delivery_options
id like to find my bills from person name how cam i do it,check_invoice
help me to check in which cases can i ask for refunds,check_refund_policy
i try to see at what time customer support available is,contact_customer_service
i am not happy with your work i have to file a reclamation,complaint
give me informatipn about the termination of a pro account,delete_account
help chatting with an assistant,contact_human_agent
i cannot find the withdrawal penalty,check_cancellation_fee
i want to see in which cases can i ask for reimbursements,check_refund_policy
changing to platinum account,switch_account
where to see how long the delivery takes?,delivery_period
i want assistance reporting issueswith online payment,payment_issue
help me to give a quick look at my invoice from person name,check_invoice
support with my online registration,registration_problems
i have got to file a consumer claim against your company,complaint
i do not know how i can leave feedback about your company,review
changkng to standard account,switch_account
i have got to elave feedback about your products,review
i need to chat with a live agent,contact_human_agent
where could i check the goddamn cancellation charge?,check_cancellation_fee
i want assistance canceling purchase order number,cancel_order
i cant makr a transfer help me report a payment error,payment_issue
contact someone,contact_human_agent
i dont know how i can get a refund of money,get_refund
want assistance to get the invoice 00108,get_invoice
want assistance cancelling order order number,cancel_order
i need assistance to leave a review about a product,review
can you help me seeing when will my parcel arrive?,delivery_period
what do i have to do to change to the account category account?,switch_account
i cant add some items to order order number,change_order
i need help checking how long rdimbursements take,check_refund_policy
can uhelp me check the compensation current status,track_refund
i dont know what i have to do to demand rebates of money,get_refund
i need help contacting somebody,contact_human_agent
i want assistance deleting the account type account,delete_account
i need assistance adding several articles to order order number,change_order
want assistance to notify of an issue with signup,registration_problems
is there an address to leave my feedback for a service,review
i need to lodge a complaint against your business,complaint
help me receive ur newsletter,newsletter_subscription
what do i need to do to download my invoice 37777?,get_invoice
i dont know how i can file a consumer claim,complaint
need to check in which cases can i request an refund,check_refund_policy
problem with my forgotten pin code,recover_password
want assistance to notify of a payment problem,payment_issue
i need assistance to check the invoices from person name,check_invoice
i do not know what i need to do to download bill 00108,get_invoice
can ya help me recovering my userprofile pass,recover_password
can you help me lodging a consumer complaint?,complaint
i dont know how to leave a comment about a product,review
i need help speaking with customer assistance,contact_customer_service
i dont know how to write an opinion for your products,review
i need to send some feedback for a service how to do it?,review
i cant pay how do i inform of payment errors?,payment_issue
how to receive a compensation of my money,get_refund
i want help to use the fucking premium account,switch_account
i have got to see the methods for shipment how do i do it?,delivery_options
where do i inform of errors with payment,payment_issue
i want informatoin about the cancellation of my account type account,delete_account
i dont know what i need to do to acquire some of your item,place_order
i dont know how i can camcel purchase order number,cancel_order
i need help closing a freemium account,delete_account
whereto acquire something,place_order
i have got to download the bill 12588 how do i do it?,get_invoice
i need help to notify of an error with payments,payment_issue
can you help me seeing the cancellation charge?,check_cancellation_fee
cancel purchase370795561790,cancel_order
question about canceling order order number,cancel_order
i dont know what i have to do to remove my platinum account,delete_account
i need to give a quick look at the invoice from person name,check_invoice
how can i speak with an assistznt,contact_human_agent
how can i use the account category account?,switch_account
tell me about cancellling the subscription to ur newsletter,newsletter_subscription
help seeing what payment methods you accept,check_payment_methods
i want help to swap several products of purchase order number,change_order
need assistance ordering some of ur item,place_order
i have to see how soon can i expect my item ohw can i do it,delivery_period
i do not know how i can shop a product,place_order
i do not know what to do to get the nivoice 12588,get_invoice
would it be possible to retrieve my user account access key?,recover_password
can uhelp me cancelling order order number,cancel_order
how can i cancel the newsletter subscription?,newsletter_subscription
i want to see under what circumstances can i ask for refunds,check_refund_policy
i cant find the early exit penalty,check_cancellation_fee
could you help me check my invoices from person name?,check_invoice
want assistance restoring my profile pin,recover_password
can i see how soon cqn i expect the order,delivery_period
help me submitting my new delivery addres,set_up_shipping_address
how to obtain a rebate of money?,get_refund
i want assistance to see the fucking status of the rebate,track_refund
help me to speak with customer assistance,contact_customer_service
i call to leave some feedback about your services,review
help to see in which cases can i ask for my money back,check_refund_policy
help touse the account category profile,switch_account
could you help me to request a compensation of my money?,get_refund
could you help me to change to the goddamn platinum account?,switch_account
want help opening a account type account for my daughter,create_account
where can i change the delivery address?,change_shipping_address
i made a mistake i want help editing order order number,change_order
where do i cancel order order number?,cancel_order
can i check when my article is going to arrive?,delivery_period
can youhelp me recover the pin code of my user account?,recover_password
i want to check the shipment methods how can i do it?,delivery_options
i have got to open a account category account for my daughter,create_account
can ya help me requesting a rebate of my money,get_refund
help t change order order number,change_order
i have to speak with someone,contact_human_agent
i try to see purchase order number status,track_order
can i unsubscribe to your corporate newsletter?,newsletter_subscription
i get error messages when i try to submit a delivery address,set_up_shipping_address
i need help reporting a problem iwth signup,registration_problems
i need support trying to chane my delivery address,change_shipping_address
can you help me request compensations of money?,get_refund
where do i see my bill 00108,check_invoice
how can i list the allowedd payment options,check_payment_methods
what are the withdrawal charged?,check_cancellation_fee
help me check how long it takes for my package to arrive,delivery_period
want assistance to talk with a live agent,contact_human_agent
have a question abut canceling purchase order number,cancel_order
help me to see what shipping options are available,delivery_options
i have got to see your money back policy how can i do it?,check_refund_policy
help me submitting the shipping address,set_up_shipping_address
i would like to obtain my money back,get_refund
can ya help me to purchase a few of ur article,place_order
modifying ingormation on account category account,edit_account
how cab i find information about my key recovery,recover_password
assistance to leave a comment about ur services,review
can ya help me order something,place_order
do you have a section to send a comment for a product?,review
i cannot create a freemium account for my dad,create_account
wanna leave some feedback about a service,review
i dont know how i can remove my standard account,delete_account
i want help submitting my feedback aabout ur company,review
i want assistance notifying of a goddamn payment issue,payment_issue
tell me about cancelling the subscription to your newsletter,newsletter_subscription
i dont know what i need to do to speak with a live agent,contact_human_agent
help me open a account category account for my dad,create_account
i dont know what i have to do to check my invoice 00108,check_invoice
i want assistance to see what payment options are accepted,check_payment_methods
help me to check ur available payment modalities,check_payment_methods
help me see in what cases can i ask to be reimbursed,check_refund_policy
i do not know what to do to contact a live agent,contact_human_agent
can you help me inform of a problem with payment?,payment_issue
hjow to use the gold profile?,switch_account
how do i talk with customer support,contact_customer_service
i have to correct some of my personal details how to do it?,edit_account
i do not know how i could notify of a signup error,registration_problems
i want to see what payment options you accept,check_payment_methods
wanna locate purchase order number can i get some help,track_order
help me notifying of problems with online payments,payment_issue
i try to list the payment modalities,check_payment_methods
i dont know how i colud cancel order order number,cancel_order
i need to check your reimbursement policy,check_refund_policy
i do not know how to leave a review about ur services,review
help me updating my shipping address,change_shipping_address
i dontknow what to do to check your payment options,check_payment_methods
can you help me to report errors with registrations?,registration_problems
help me solving troubles with payments,payment_issue
want assistance listing the accepted payment modalities,check_payment_methods
help me changing a fucking product of purchase order number,change_order
i need to see the withdrawal fee how to do it?,check_cancellation_fee
how to ask for my money back,get_refund
where do i submit feedback for your products?,review
what do i have to do to use the account type profile,switch_account
i do not know how to sign up to the corporate newsletter,newsletter_subscription
i do not know what to do to modify the user data,edit_account
i have got to look for the invoice 85632,check_invoice
can you help me to see the cancellation penalty?,check_cancellation_fee
how to edit order order number,change_order
opening gold account for wife,create_account
how can i see if there is anything wrong with my rebate?,track_refund
how do i correct order order number?,change_order
where to subscribe to the newsletter ?,newsletter_subscription
how do i locate order order number?,track_order
i dont know how to report a problem with an signup,registration_problems
how could i get information about a pro account deletion?,delete_account
problem with account category account deletions,delete_account
where can i check my invoices from person name?,check_invoice
information about the termination of my account category account,delete_account
i do not know how i can remove the standard account,delete_account
show me what payment options are accepted,check_payment_methods
help me see what payment methods are available,check_payment_methods
where can i see what shipping methods are available?,delivery_options
need assistance acquiring an item,place_order
assistance to solve troubles with payments,payment_issue
get bill 12588,get_invoice
is it possible to purchase some articles?,place_order
i need help leaving my fucking feedback about a product,review
i want assistance checking your reimbursement policy,check_refund_policy
i need assistance with creating a freemium acount,create_account
how do i switch to the standard account?,switch_account
correct purchase order number,change_order
where do i create a new fucking standard account,create_account
i do not know what to do to earn some products,place_order
i need help to recover my account access key,recover_password
help me see the termination charge,check_cancellation_fee
wanna check how long reimbursenents take how to do it,check_refund_policy
i need assistance to inform of errors with signup,registration_problems
i do not know what to do to chat with a live agent,contact_human_agent
assistance seeing what hours customer service available is,contact_customer_service
i have to edit my account could i get some help?,edit_account
help lodging a reclamation,complaint
i want help seeing the allowed payment options,check_payment_methods
i need assistance to add something to order order number,change_order
correct details ongold account,edit_account
how do i cancel purchae order number?,cancel_order
is it posible to unsubscribe to your newsletter?,newsletter_subscription
need to make a consumer reclamation against ur organization,complaint
is it possible to reset my user account access key?,recover_password
can i swap some items of purchase order number?,change_order
i have got to check my bills from person name how to do it,check_invoice
help me check in which situations can i ask to be refunded,check_refund_policy
i want assistance to check how soon can i expect my item,delivery_period
where can i check the withdrawal fees?,check_cancellation_fee
solving payment errors,payment_issue
want hepl regarding my signup,registration_problems
can you show me your accepted payment methods?,check_payment_methods
what do i have to do to restore the pwd of my user account,recover_password
need assistance to file a consumer cclaim,complaint
give me information about editing my shipping address,change_shipping_address
where to report a problem with signup,registration_problems
problem with a forgotten access key,recover_password
i dont know what to do to retrieve the pin code of my user,recover_password
can ya tell me about an address correction,change_shipping_address
i can no longer afford order order number,cancel_order
i do not know how i can obtain rebates of my money,get_refund
i need assistance to check ur available payment modalities,check_payment_methods
i want help requesting a reimbursement of moey,get_refund
wanna see ur refund policy caan ya help me,check_refund_policy
i need assistance getting compensations of my money,get_refund
i have to see my invoice from person name help me,check_invoice
i need assistance to list the available payment options,check_payment_methods
i have to switch some bloody products of order order number,change_order
help me make a customer claim against your company,complaint
i no longer use the standard account assistance removing it,delete_account
i want assistance checking what paytment methods ya accept,check_payment_methods
assistance informing of an error with a signup,registration_problems
i want help to buy a damn article,place_order
how could i get a retsitution of my money,get_refund
i dont know what to doto check ur accepted payment options,check_payment_methods
im trying to see the early exit charge,check_cancellation_fee
i have got to notify of ah issue with a registration,registration_problems
how can i sign up to the newsletter?,newsletter_subscription
i have lost bill 12588 can you show it to me?,check_invoice
i do not want these article i try to cancel order order number,cancel_order
i need assistance listing the allowed payment modalities,check_payment_methods
want help to see your reimbursement policy,check_refund_policy
i want to check how long the shipment taes how can i do it?,delivery_period
can you tell me your damn payment methods?,check_payment_methods
i need assistance to notify of a payment error,payment_issue
reporting issue creating account,registration_problems
where can i get information about changing the address?,change_shipping_address
need help ordering some products,place_order
checking invoice 12588,check_invoice
want assistance to file a consumer claim against ur company,complaint
can you help me see the early exit penalties?,check_cancellation_fee
i do not know how to open a standard account,create_account
where can i get information about updating my address?,change_shipping_address
want asistance canceling order order number,cancel_order
need to check ur allowed payment methods,check_payment_methods
i have errors correcting the address,change_shipping_address
i do not know what to do to see how long the shipping takes,delivery_period
i dlnt know how i can see the termination penalties,check_cancellation_fee
how to use the account type profile?,switch_account
i need help modifying the delivery address,change_shipping_address
what do i need to do to check the fucking shipment methods?,delivery_options
i paid currency symbolrefund amount for this product assistance to receive a refund,get_refund
wanna see what hours customer support available is,contact_customer_service
help me seeing how long reimbuursements take,check_refund_policy
assistance to check in which cases can i ask for refunds,check_refund_policy
is it possible to create a gold account,create_account
status of order order number,track_order
i dont know how i can check my refund current status,track_refund
i need help to notify of issues with online payments,payment_issue
i dont know what i need to do to find invoice 12588,check_invoice
i have to unsubscribe from the newsletter will you help me?,newsletter_subscription
need help to modify my user information,edit_account
i dont know how i can contact customer service,contact_customer_service
where to notify of issues with a registration,registration_problems
could you help me talking with somebody?,contact_human_agent
chnge data on account category account,edit_account
i dont know how i can download my invoice 00108,get_invoice
i do not know how i can set up my new deilvery address,set_up_shipping_address
how can i download the invoices from person name?,get_invoice
can you help me to notify of a problem with online payment?,payment_issue
would it be possible to leave a comment for a service?,review
i dont know how i can shop several of ur article,place_order
where can i receive reimbursements of my money?,get_refund
how do i notify of a problem with online payments,payment_issue
i nerd help to add some items to purchase order number,change_order
want assistance to change to the freemium account,switch_account
im trying to correct my shipping address,change_shipping_address
there are problems entering my shipping address,set_up_shipping_address
i do not know whzt to do to inform of a problem with payment,payment_issue
i have got to acquire several of your article,place_order
i need assistance to download my invoice 12588,get_invoice
help me seeing what hours i can call customer support,contact_customer_service
there are errors submitting the new shipping address,set_up_shipping_address
where do i see the shipment methods?,delivery_options
want help oopening a account type account,create_account
i am trying to see when my article is gonig to arrive,delivery_period
i dont know what to do to chat with a human agent,contact_human_agent
hgow can i inform of issues with payments?,payment_issue
how do i report troubles with payments?,payment_issue
i dont know how i can check the eta of my last delivery,track_order
i have to send my feedback,review
i dont know how i can notify of an error with online payment,payment_issue
i want help to see the status of my refund,track_refund
i dont know how i can download my bill 12588,get_invoice
uhave a method to submit an opinion for ur company,review
i do not know what to do to inform of errors with signup,registration_problems
i need to switch an article of order order number,change_order
i try to check in what situations can i request a refund,check_refund_policy
i have to write an opinion for a service,review
how could i inform of errors with payment?,payment_issue
i do not know hgow to remove the standard account,delete_account
i cannot unsubscribe from urnewsletter,newsletter_subscription
i dont know what to do to recover my profile pin code,recover_password
need help to check what hours customer service available is,contact_customer_service
what do i need to do to notify fo an issue with signup,registration_problems
how to submit another shipping address,set_up_shipping_address
is there an address to submit an opinion about ur products,review
how to unsubscribe from your newsletter?,newsletter_subscription
need assistance speaking with customer support,contact_customer_service
can uhlp me to see the status of my newsletter subscription,newsletter_subscription
contact somebodh,contact_human_agent
i have to check in what situatins can i ask to be reimbursed,check_refund_policy
i want to look for the invoice 12588,check_invoice
wanna know more about cancelling the newsletter sjbscription,newsletter_subscription
do you have a section to submit an opinion for your company?,review
another platinum account for father,create_account
how to cancel the subscription to your corporate newsletter?,newsletter_subscription
editing information on gold account,edit_account
i want to report a signup error,registration_problems
report registration issue,registration_problems
i try to make a customer reclamation,complaint
i do not know how i can receive rebates of my money,get_refund
i want to check how long refunds take i need assistance,check_refund_policy
i dont know what to do to cancel the standard account,delete_account
i have got to change to the platinum account how to do it?,switch_account
need assistance to check purchase order number status,track_order
editing data on premium account,edit_account
lodging customer complaint against your company,complaint
lodge customer complaint,complaint
can you show me what hours i can reach customer assistance?,contact_customer_service
i dont know how to check ur allowed payment modalities,check_payment_methods
where could i check the rebate status?,track_refund
i need help getting my invoices from person name,get_invoice
i have to talk with a person,contact_human_agent
i want to see the termination fees can you help me?,check_cancellation_fee
i do not know how to talk to damn customer support,contact_customer_service
can you help me canceling purchase order number?,cancel_order
i cant register can i notify of registration problems?,registration_problems
help me to buy several of ur article,place_order
i am trying to sign up to the newsletter,newsletter_subscription
i want to order some of your item i need help,place_order
can you help me to see the early termination fees?,check_cancellation_fee
can uhelp me switching somedthing of order order number,change_order
there is a problem entering my secondary delivery address,set_up_shipping_address
help me seeing what hours customer support available is,contact_customer_service
i need assistanec retrieving my account key,recover_password
wanna file a custome complaint,complaint
i need assistancenotifying of a goddamn issue with payment,payment_issue
i need to see in what cases can i request reimbursements,check_refund_policy
can you help me to edit my account?,edit_account
i need assistance signing up to your damn newsletter,newsletter_subscription
hw can i modify purchase order number?,change_order
help seeing the available payment methods,check_payment_methods
can i check in which situations can i request refunds?,check_refund_policy
can i swap something of order order number?,change_order
i want help requesting my money back,get_refund
where to check at wnat time customer assistance available is,contact_customer_service
i want to inform of a registration error how can i do it?,registration_problems
i need to speak with someone,contact_human_agent
tell me about cancel the newsletter subscription,newsletter_subscription
can i talk with an operator?,contact_human_agent
how to check how soon can i expect my shipment?,delivery_period
show me purchase order number statud,track_order
i want assisgance cancelling order order number,cancel_order
where can i locate my invoices from person name,check_invoice
is it possible to place na order from delivery country,delivery_options
switching to platinum account,switch_account
want assistance to report a payment problem,payment_issue
i did not get a payment confirmation could i report errors,payment_issue
i try to get the invoice from person name,get_invoice
i paid currency symbolrefund amount for this order i have got to get a rebate,get_refund
could you tell me the fucking payment modalities?,check_payment_methods
i do not have a account type account how do i register?,create_account
i have a trouble trying to modify my shipping address,change_shipping_address
see at what time i can contact customer service,contact_customer_service
need to create an standard account,create_account
i want help ordering several articlers,place_order
problems submitting the delivery address,set_up_shipping_address
help me seeing if there are any updates on the compensation,track_refund
is it possible to check invoice 37777,check_invoice
what do i need to do to order a few of your product?,place_order
where can i get information about lost pin,recover_password
i do not know how to check what delivery methods are there,delivery_options
i cant afford order order number how can i cancel it?,cancel_order
give me information about the removal of my account type account,delete_account
i want assistance to see the eta of order order number,track_order
how can i reset the goddamn access key of my profile?,recover_password
i need to take a quick look at the bills from person name,check_invoice
i am calling to see what delivery methods are available,delivery_options
how do i restore the pin code of my user account?,recover_password
getting money back,get_refund
can you help me submit a new delivery address?,set_up_shipping_address
where could i update the adress,change_shipping_address
assistance to talk to an assistant,contact_human_agent
i cant pay can you help me notifying of payment errors?,payment_issue
is it possible to lodge a complaint,complaint
find information about opening account type accounts,create_account
need to check how long it takes for the parcel to arrive,delivery_period
need assistance using the freemium account,switch_account
can you help me list the payment modalities?,check_payment_methods
can i reset the key of my user profile?,recover_password
i want help to talk to an assistant,contact_human_agent
i have to check the withdrawal charge,check_cancellation_fee
can i see the eta of the purchase order number?,track_order
order several of your article,place_order
i need help to talk to someone,contact_human_agent
i cannot find anything about the termination penalties,check_cancellation_fee
how to inform of a problem with online payments?,payment_issue
updating details on freemium account,edit_account
i dont know how i could reset the pin of my profile,recover_password
i have got to notify of issues wit payments,payment_issue
i would like to check the status of my rebate,track_refund
help to check my invoice 12588,check_invoice
help to file a complaint against ur company,complaint
i want help speaking to customer support,contact_customer_service
check invoice 85632,check_invoice
how do i report a problem with payments?,payment_issue
help me canceling my newsletter subscription,newsletter_subscription
i do not understand you helop me contact a human agent,contact_human_agent
i habe issues registering how do i do it,registration_problems
help to receive the corporate newsletter,newsletter_subscription
check current status of order order number,track_order
what are the available shipment options?,delivery_options
wanna see how soon can i expect the shipment help me,delivery_period
how to see what hours i can contact customer service,contact_customer_service
how to reset the apssword of my account,recover_password
i dont understand you help talking to a goddamn person,contact_human_agent
changkng to account type account,switch_account
edit freemium account,edit_account
how could i receive yoru goddamn newsletter?,newsletter_subscription
i do not nkow how to delete the account category account,delete_account
where to cancel my company newsletter subscription?,newsletter_subscription
look for my invoice from person name,check_invoice
want assistance seeing what payment optionsare available,check_payment_methods
i want help to solve an issue with payments,payment_issue
i do not nkow how to see the early termination penalty,check_cancellation_fee
i never use the pro account i want to delete it,delete_account
i need assistance acquiring some rpoducts,place_order
i would like to see the status of the rebate,track_refund
help me see the allowed payment options,check_payment_methods
where to cancel my subscription to the corporate newsletter?,newsletter_subscription
changing details on premium account,edit_account
want help to retrieve the pwd of my prlfile,recover_password
where do i check when my shipment is gonna arrive,delivery_period
can you help me to open a freemium account?,create_account
do you have a method to leave an opinion?,review
i am trying to earn several items,place_order
i need to speak to customer support could you help me?,contact_customer_service
i dont know whag i have to do to see the termination penalty,check_cancellation_fee
can ya help me to inform of an problem with payment,payment_issue
i dont know what to do to submit feedback about a service,review
i have to call customer support can uhelp me,contact_customer_service
create pro account for wife,create_account
could i report a signup issue?,registration_problems
i do not know how i can send my feedback about your products,review
correcting infornation on standard account,edit_account
i cannot check the current status of the rebate,track_refund
how could i file a claim against your organization?,complaint
receiving rebate,get_refund
can you help me to order some items ?,place_order
i entered a wrong shipping address can i correct it?,change_shipping_address
i am trying to make a customer complaint,complaint
i dont know what to do to fgile a consumer claim,complaint
have a problem with creating my standard account,create_account
i want help to talk to customer service,contact_customer_service
help me ask for a rebate,get_refund
i dont know how i can acquire some items,place_order
